"id","id_toko","status","nama_pt","link_pdf_gabungan","link_pdf_non_sbo","link_pdf_rekapitulasi","logo","email_pembuat","pemberi_persetujuan_direktur","waktu_persetujuan_direktur","pemberi_persetujuan_koordinator","waktu_persetujuan_koordinator","pemberi_persetujuan_manager","waktu_persetujuan_manager","alasan_penolakan","durasi_pekerjaan","kategori_lokasi","luas_bangunan","luas_terbangun","luas_area_terbuka","luas_area_parkir","luas_area_sales","luas_gudang","grand_total","grand_total_non_sbo","grand_total_final","created_at","link_pdf_sph","waktu_penolakan","no_sph","no_polis","berlaku_polis","file_asuransi","ditolak_oleh"
2105,1357,Disetujui,,https://drive.google.com/file/d/1EVSJNRexPnfnRrriMcox1gaQWRGwgeTz/view?usp=drivesdk,https://drive.google.com/file/d/1-7Hvrn3bRNOmi0r6Wj1er6eUcumDCjfZ/view?usp=drivesdk,https://drive.google.com/file/d/1-HZURWhSzaaRNQjMkUizxjWbZ8lY5r_j/view?usp=drivesdk,,pt.batangaer@yahoo.co.id,,,,,antonius.tri@sat.co.id,2026-04-14 14:42:06.766,,"40",Non Ruko,"272.64","404.69","264.1","134.3","121.64","51.53","35989000","35989000","39937800",,,,,,,,
2106,1358,Disetujui,,https://drive.google.com/file/d/1JlHpMFjG2Vyy-zdT7HMbzUcjC4wdNlmA/view?usp=drivesdk,https://drive.google.com/file/d/1TbNPw5jQy-TzLha_2fgAaAcbVJuhYnd_/view?usp=drivesdk,https://drive.google.com/file/d/176fwC5oaAZaaL-88zdLwzq_XLeuN0InY/view?usp=drivesdk,,cahayafiratama29@gmail.com,,,,,antonius.tri@sat.co.id,2026-04-14 16:26:55.016,,"30",Ruko,"266.25","395.5","258.49","237.13","123.21","53.52","577175420","577175420","640658700",,,,,,,,
2107,1359,Disetujui,,https://drive.google.com/file/d/1Yzn1qzDMETC9eZYz48q9XzCkmT8t13xA/view?usp=drivesdk,https://drive.google.com/file/d/1S00HBcj7JvyxzVjlpJ_Ejb3wYdzrmakD/view?usp=drivesdk,https://drive.google.com/file/d/1VQt7jtaNVEjGhcmYMn0VdfW7sk5JajWB/view?usp=drivesdk,,kpm.an@yahoo.co.id,,,cecep.supriyadi@sat.co.id,2026-04-20 16:35:29.827,furi.sulaksono@sat.co.id,2026-04-20 16:56:07.162,,"30",Ruko,"298.13","373.74","151.22","151.22","123.58","97.43","542222142","542222142","601864200",,,,,,,,
2108,1360,Disetujui,,https://drive.google.com/file/d/1syg-KhkPxjvO2N1AwzPiN7cIj9YgG48W/view?usp=drivesdk,https://drive.google.com/file/d/1e1Ld2f_RN0QUnNSrx3ZjeX3RPeSyYasj/view?usp=drivesdk,https://drive.google.com/file/d/1Yx07ZaYzOkque3zN4VM4_sU7Le8Uyn2t/view?usp=drivesdk,,pt.batangaer@yahoo.co.id,,,,,antonius.tri@sat.co.id,2026-04-14 16:23:30.399,,"40",Non Ruko,"272.64","404.69","264.1","134.3","121.64","51.53","25397920","25397920","28182900",,,,,,,,
2109,1361,Disetujui,,https://drive.google.com/file/d/1W4R4mefKmEoKd21ytaYU7kytCOKakVog/view?usp=drivesdk,https://drive.google.com/file/d/15R-awD_EUap417nuBcQ_gUjEcboSoNqO/view?usp=drivesdk,https://drive.google.com/file/d/1cT0O4kHdFmLF5lbsOHKrJUKT2d-Y98Xl/view?usp=drivesdk,,pt.batangaer@yahoo.co.id,,,,,antonius.tri@sat.co.id,2026-04-14 18:30:43.535,,"30",Non Ruko,"311.01","467.36","312.7","225.9","129.18","111.61","252949700","252949700","280763400",,,,,,,,
2110,1362,Ditolak oleh Koordinator,,https://drive.google.com/file/d/14n3z_UREFL4v0uilBnuz-O73s4YaciCr/view?usp=drivesdk,https://drive.google.com/file/d/14RKaGebF-vHmns9RyWAlWjDnARU-YFnA/view?usp=drivesdk,https://drive.google.com/file/d/1Rp62hIjgWITe9cw3X_cJxGZBpcvJ-QL3/view?usp=drivesdk,,resky_pratama99@yahoo.com,,,,,,,,"40",Non Ruko,"277.74","474.25","393.02","18762","12979","84.1","27691400","27691400","30735900",,,,,,,,
2111,1363,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1papOOw3NW78Tw3h11COLCUIvl4ltjChI/view?usp=drivesdk,https://drive.google.com/file/d/1p7x-HS_YzTl2ZnjqzYIGqpdrnxkcyzAI/view?usp=drivesdk,https://drive.google.com/file/d/1wGwKW-hcqXcuroVksaYD2sPqZhy8_lHt/view?usp=drivesdk,,pthaniftmbdg@gmail.com,,,,,,,,"30",Ruko,"255.67","255.67","0","162.59","121.97","49.02","693405632","693405632","769674000",,,,,,,,
2112,1364,Disetujui,,https://drive.google.com/file/d/1zzzB-v3_DqMCmWoo6bBO5FpZYjUlxD2g/view?usp=drivesdk,https://drive.google.com/file/d/1CxpGDVG2aCss6NGD-Z6-ydXR6MvWuyiB/view?usp=drivesdk,https://drive.google.com/file/d/1JOVuPrAPjhcZe9G6UnG0fQeahIkE6rnS/view?usp=drivesdk,,kpm.an@yahoo.co.id,,,cecep.supriyadi@sat.co.id,2026-04-20 16:36:22.114,furi.sulaksono@sat.co.id,2026-04-22 15:55:05.197,,"30",Ruko,"298.13","373.74","151.22","151.22","123.58","97.43","203409029","203409029","225774000",,,,,,,,
2114,1366,Disetujui,,https://drive.google.com/file/d/11r_oEzU85rhYnIHPhvI9QKMzK2uE2QXN/view?usp=drivesdk,https://drive.google.com/file/d/1jyYBFlACMzmzSaOU2DyrsnDUOMC9nTOD/view?usp=drivesdk,https://drive.google.com/file/d/1YMlnxm058z48HD4FrUg-hEq5UmNYTEBz/view?usp=drivesdk,,mitragiriagung5758@gmail.com,,,lukman.suprayitno@sat.co.id,2026-04-21 13:45:43.967,titus.aji@sat.co.id,2026-04-21 13:55:50.107,,"30",Ruko,"264.59","264.59","0","0","83.96","66.52","29179675","29179675","32378700",,,,,,,,
2115,1367,Disetujui,,https://drive.google.com/file/d/1LtBWFty3Fy0HMP4Bk7GzxISA2IyPo7J_/view?usp=drivesdk,https://drive.google.com/file/d/1XotFisMVylxQIZJpCt-6RqsTUMnzwexJ/view?usp=drivesdk,https://drive.google.com/file/d/1LUt_ApJ1vaJMup92fNlqj69jjPrb7ABy/view?usp=drivesdk,,estimator.totidio@gmail.com,,,asep.k.kuntalasari@sat.co.id,2026-04-15 12:53:31.434,Septian.saptaringga@sat.co.id,2026-04-15 13:34:54.546,,"20",Ruko,"263.32","366.82","207","207","143.27","57.54","24695200","24695200","27405900",,,,,,,,
2116,1368,Disetujui,,https://drive.google.com/file/d/1slR4BkujjFWd_5p2c3FZpelEz-RxaVEV/view?usp=drivesdk,https://drive.google.com/file/d/1DwlCeX5-T68sb2sN61J4BvLMTy5V-UqI/view?usp=drivesdk,https://drive.google.com/file/d/1URKfJN9IgrfzZDFVrT9vKv3d_WVjtpFS/view?usp=drivesdk,,resky_pratama99@yahoo.com,,,Munawir.andi@sat.co.id,2026-04-15 13:31:56.652,Anwar.fauzi@sat.co.id,2026-04-15 13:32:40.364,,"40",Non Ruko,"277.74","393.02","230.56","128.83","129.79","48.92","664310225","664310225","737384100",,,,,,,,
2117,1369,Disetujui,,https://drive.google.com/file/d/1KtRmhc2szvnPRxAV7fmX4LNIwryKnnb1/view?usp=drivesdk,https://drive.google.com/file/d/1C7i9MgS0NQ3ubw1_ox_p0HH0Yh15ib-Y/view?usp=drivesdk,https://drive.google.com/file/d/1JSHNSpWF5gLQFotFC82qmi6h41YVi7jN/view?usp=drivesdk,,tigaputramediatama@gmail.com,,,sukriadi.syamsuddin@sat.co.id,2026-04-17 16:13:10.233,firman.hakim@sat.co.id,2026-04-17 16:55:07.667,,"40",Non Ruko,"262.27","386.13","247.72","238.96","132.83","40.45","227349565","227349565","252347400",,,,,,,,
2118,1370,Disetujui,,https://drive.google.com/file/d/1R1zbaf1TOZt_oodO-Qszu55fN8QsEF-g/view?usp=drivesdk,https://drive.google.com/file/d/1yjXQ9xD02eex3TCVyol-sPM7Ssy7C4N-/view?usp=drivesdk,https://drive.google.com/file/d/1DggROA2ZuSJntEGoFJPloeYe7xEkvZH_/view?usp=drivesdk,,estimator.totidio@gmail.com,,,asep.k.kuntalasari@sat.co.id,2026-04-15 12:55:39.260,Septian.saptaringga@sat.co.id,2026-04-15 13:27:48.961,,"20",Ruko,"263.32","366.82","207","207","143.27","57.54","4596000","4596000","5094900",,,,,,,,
2119,1371,Disetujui,,https://drive.google.com/file/d/19HntQc8mmX_CWOO4fiEldVBHcnmdmub3/view?usp=drivesdk,https://drive.google.com/file/d/1kOkzcWdQYneBsS-rDtrWAn7MdUvay5Qm/view?usp=drivesdk,https://drive.google.com/file/d/103iAvYNZWU1fx1RqMrvyuMUcBnEdM6BX/view?usp=drivesdk,,tigaputramediatama@gmail.com,,,sukriadi.syamsuddin@sat.co.id,2026-04-17 13:50:01.298,firman.hakim@sat.co.id,2026-04-17 16:26:04.568,,"40",Non Ruko,"262.27","386.13","247.72","238.96","132.83","40.45","35192100","35192100","39060900",,,,,,,,
2120,1372,Disetujui,,https://drive.google.com/file/d/1r1roxDQQUod3zKHkUtSH_nENFNthSrun/view?usp=drivesdk,https://drive.google.com/file/d/10i4DCdqUagKkkWndvbIB2qVlNP8-InAF/view?usp=drivesdk,https://drive.google.com/file/d/1ww0XAks8Tn4120Rzzckrgr4ZAo7I0x4T/view?usp=drivesdk,,mitragiriagung5758@gmail.com,,,lukman.suprayitno@sat.co.id,2026-04-21 13:48:08.380,titus.aji@sat.co.id,2026-04-21 13:57:27.852,,"30",Ruko,"264.59","264.59","0","0","83.96","66.52","204470035","204470035","226961700",,,,,,,,
2121,1373,Disetujui,,https://drive.google.com/file/d/1XWromWQnLJ595WzQY_e7465yymdxaH1K/view?usp=drivesdk,https://drive.google.com/file/d/1HD2ogUpQMXdOEJj48QuPR34ug-xO5Meq/view?usp=drivesdk,https://drive.google.com/file/d/1OgLmcnx1BIZ9aOfz6EwQ_MiB-W__MRGz/view?usp=drivesdk,,resky_pratama99@yahoo.com,,,Munawir.andi@sat.co.id,2026-04-16 07:03:02.886,Anwar.fauzi@sat.co.id,2026-04-16 07:04:04.665,,"40",Non Ruko,"277.74","393.02","230.56","128.83","129.79","48.92","28679600","28679600","31823700",,,,,,,,
2122,1374,Disetujui,,https://drive.google.com/file/d/1otvrmo0QZh7RKvfesJIGVrRl5uyyx2ZO/view?usp=drivesdk,https://drive.google.com/file/d/1Sp7Lbu12X5TQ9dtr8lMh_heWU4ltSY2i/view?usp=drivesdk,https://drive.google.com/file/d/1oww08kGlj9YdheSoLp4DHqfgYrW6krjp/view?usp=drivesdk,,baraboro.rubi@gmail.com,,,gempur.t.j.asworo@sat.co.id,2026-04-21 14:35:44.749,warid.i.susanto@sat.co.id,2026-04-21 14:37:52.533,,"30",Non Ruko,"379.95","403.16","46.43","46.43","125.18","50.32","666163025","666163025","739437600",,,,,,,,
2123,1375,Disetujui,,https://drive.google.com/file/d/1lRACCClAMbMV7LWLGavYvgT59Fd4h5cX/view?usp=drivesdk,https://drive.google.com/file/d/1hAD4tVqIyVGutBf1aiwWrkNVzPvhzIzR/view?usp=drivesdk,https://drive.google.com/file/d/1YKDtUzwO9HfKP99VNSezqNsLV0IDkvcQ/view?usp=drivesdk,,baraboro.rubi@gmail.com,,,gempur.t.j.asworo@sat.co.id,2026-04-17 14:58:28.356,warid.i.susanto@sat.co.id,2026-04-17 15:11:08.063,,"35",Non Ruko,"260.11","287.57","54.92","54.92","133.44","42.67","690122316","690122316","766033200",,,,,,,,
2124,1376,Disetujui,,https://drive.google.com/file/d/1JLEZCErnm2PxCCAH4v_MyFrQwsQHm1kI/view?usp=drivesdk,https://drive.google.com/file/d/1edTAHwTK-1ShgE_9NmVatXkI-2l3_ytF/view?usp=drivesdk,https://drive.google.com/file/d/13zdUFTMwevuVFw8Y31v4UypX6dczBzkb/view?usp=drivesdk,,m.tondang39@gmail.com,,,irvan.a.piansyah@sat.co.id,2026-04-27 09:46:32.629,joko.sutrisno@sat.co.id,2026-04-27 09:50:22.780,,"20",Non Ruko,"237.57","352.77","230.4","230.4","128.52","54.1","237668992","237668992","263802600",,,,,,,,
2125,1377,Disetujui,,https://drive.google.com/file/d/13q88weIp6JiiACuGdyCu0R69hRVr9SWL/view?usp=drivesdk,https://drive.google.com/file/d/1bGQgWFQLFGDpFf1dBJ3yIi4c6z8-l3so/view?usp=drivesdk,https://drive.google.com/file/d/12rwLubpjbNLP20iCt5Q1kLMRaqcuufFc/view?usp=drivesdk,,berkahjayaabadi411@gmail.com,,,asep.k.kuntalasari@sat.co.id,2026-04-17 16:22:54.492,Septian.saptaringga@sat.co.id,2026-04-17 17:02:41.226,,"30",Ruko,"269.52","391.17","243.31","233.16","123.3","83.6","32128010","32128010","35653200",,,,,,,,
2126,1378,Ditolak oleh Koordinator,,https://drive.google.com/file/d/14rcimuDAi28luPPNGcwB5ccEOc5QdCiV/view?usp=drivesdk,https://drive.google.com/file/d/18zA_mDIdhPhjpnqDXtFF350JIzCij4u8/view?usp=drivesdk,https://drive.google.com/file/d/1f6iHcR0YumP8_cPKaBmxgFNqlie9ZTsz/view?usp=drivesdk,,pthaniftmbdg@gmail.com,,,lukman.suprayitno@sat.co.id,2026-04-17 14:29:49.400,,,,"40",Ruko,"205.6","324.65","238.1","65","113.43","46.49","22303200","22303200","24753000",,,,,,,,
2127,1379,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1W4iy12qOo-RmJiF_04mvbesowdMEmXbV/view?usp=drivesdk,https://drive.google.com/file/d/1tajuJi1nGiMpXXv0tOzR-gwTNRGHXENx/view?usp=drivesdk,https://drive.google.com/file/d/1RQzQV-cd4UhmdaGqigDbYeLSFwvoiYVr/view?usp=drivesdk,,pthaniftmbdg@gmail.com,,,lukman.suprayitno@sat.co.id,2026-04-17 11:29:50.679,,,,"40",Ruko,"205.6","324.65","238.1","65","113.43","46.49","25363305","25363305","28149600",,,,,,,,
2128,1380,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1VwEmJyxGAaZBrBNZ72NDJQkRkfXpKBiZ/view?usp=drivesdk,https://drive.google.com/file/d/1io2321Fk3XHm-ZFTL227oXgtF0UVnewe/view?usp=drivesdk,https://drive.google.com/file/d/19BwaupAxvS0fTtDkv98Ine0SzHP4w7cn/view?usp=drivesdk,,proyek@letrusoverseas.com,,,,,,,,"48",Non Ruko,"22244","275.5","10762","8580","12568","2650","211876245","211876245","235175700",,,,,,,,
2129,1381,Disetujui,,https://drive.google.com/file/d/1VgTh4EPKfYWr2aLC0XmhEONC_QQ6R-6U/view?usp=drivesdk,https://drive.google.com/file/d/110j4z8vfuWyaeOCJEyrz7sD9BEe7gV-d/view?usp=drivesdk,https://drive.google.com/file/d/1_y79nPM6VyCldU-4D9in7FWbliCXWQiW/view?usp=drivesdk,,m.tondang39@gmail.com,,,irvan.a.piansyah@sat.co.id,2026-04-17 11:27:52.771,joko.sutrisno@sat.co.id,2026-04-17 11:30:30.566,,"20",Non Ruko,"237.57","352.77","230.4","230.4","128.52","54.1","26342610","26342610","29237400",,,,,,,,
2130,1382,Disetujui,,https://drive.google.com/file/d/1qT652wqViR89754VcPU8va7FAGxE0DhL/view?usp=drivesdk,https://drive.google.com/file/d/1T_J3WgUNlb2yVdOW_g-rHmDlQQUBtEG-/view?usp=drivesdk,https://drive.google.com/file/d/1a0YQLybcBYBwp1p_7ReacBe4gwyFJqOb/view?usp=drivesdk,,tanjungmekarsari@gmail.com,,,chairul.komarullah@sat.co.id,2026-04-20 10:28:08.903,firman.soleh@sat.co.id,2026-04-20 14:24:34.471,,"30",Ruko,"427.71","427.71","0","0","116.42","29.5","86724310","86724310","96259200",,,,,,,,
2131,1383,Disetujui,,https://drive.google.com/file/d/1unPuL7io22AHz0PnKZsjiUJR-kvAWZUm/view?usp=drivesdk,https://drive.google.com/file/d/1hnAOqpsi83Dwk7Vz7z1XOEbdsf0EJvA9/view?usp=drivesdk,https://drive.google.com/file/d/1vES-XydYIwXoDTRmd2UfY8E5khokyTZE/view?usp=drivesdk,,kusnadi758019@gmail.com,,,Munawir.andi@sat.co.id,2026-04-17 13:40:25.446,Anwar.fauzi@sat.co.id,2026-04-17 16:05:40.400,,"20",Ruko,"219.84","296.45","153.22","79.88","123.4","44.4","263254377","263254377","292207500",,,,,,,,
2132,1384,Disetujui,CV PUTRA PRATAMA,https://drive.google.com/file/d/1hAUIcKL8T4778yadJk1B1gnAEqYd5KzU/view?usp=drivesdk,https://drive.google.com/file/d/1j8y6cKRVsiFK3fhlEkyvBLNc9zYgb0GH/view?usp=drivesdk,https://drive.google.com/file/d/11KykY__X42lYGtCoZv7dDGo-ccjyJkFK/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1z3MDEBFSPtuNLrCRhT9X9JFs0k9vFrZs,project.cv.putrapratama@gmail.com,project.cv.putrapratama@gmail.com,2026-05-02 11:25:03.717,joni.iskandar@sat.co.id,2026-05-05 10:14:30.965,agus.erwanto@sat.co.id,2026-05-05 17:01:49.654,,"14",RUKO,"94.16","108.95","29.59","0","71.69","21.29","495609825","495609825","550116000",2026-05-02 10:49:34.113,https://drive.google.com/file/d/1m6gCPPA1TVHiHT_hzgbTouBiMJ-Aud6V/view?usp=drivesdk,,,"10.03.04.25.11.0.00120","2026-11-28",https://drive.google.com/uc?export=download&id=1uYH66DK0i8gMbPXwpa2JgJGHlvmv1qwU,
2133,1385,Disetujui,CV PUTRA PRATAMA,https://drive.google.com/file/d/1b74tVaz9Z2_JMG1KAtwUN70Y-LvrLLtp/view?usp=drivesdk,https://drive.google.com/file/d/1dMoVUiPXqQBEU0bsBNvgeWUh1-NqJcGX/view?usp=drivesdk,https://drive.google.com/file/d/12cT9jXtr5OmwDbf-p_cD52dwuzlG9Ba8/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Vl4Zx5glkHbJ3j0K-fO4gI0E8F4Rdrh6,project.cv.putrapratama@gmail.com,project.cv.putrapratama@gmail.com,2026-05-02 11:24:00.236,joni.iskandar@sat.co.id,2026-05-05 10:14:29.217,agus.erwanto@sat.co.id,2026-05-05 17:00:35.343,,"14",RUKO,"94.16","108.95","29.59","0","71.69","21.29","21753000","21753000","24142500",2026-05-02 11:12:56.871,https://drive.google.com/file/d/1Bw8VzMeIFAL71ArG5J2dVKcIGYzAxU5P/view?usp=drivesdk,,,"10.03.04.25.11.0.00120","2026-11-28",https://drive.google.com/uc?export=download&id=1hcWTzAL1SlMIrxpxdXF4SmQpNBd3WiB3,
2134,1386,Disetujui,,https://drive.google.com/file/d/1-sKBlkjU2VwvQB4k6anU3flaSSWpkAUi/view?usp=drivesdk,https://drive.google.com/file/d/1IGKwXZUIl4w4xUI38MpTgI7qi4ycRSHJ/view?usp=drivesdk,https://drive.google.com/file/d/1gKQm86zZWkOX049AY0ysUvnr8lWHHeK7/view?usp=drivesdk,,cvmargimolare@gmail.com,,,Munawir.andi@sat.co.id,2026-04-17 16:30:55.903,Anwar.fauzi@sat.co.id,2026-04-17 18:53:27.214,,"20",Ruko,"292.95","391","196.1","87.5","132","62.4","752522270","752522270","835297200",,,,,,,,
2135,1387,Disetujui,CV MARGI MOLARE,https://drive.google.com/file/d/1PucwiFE6273_yrtiTV6XU5x_C7UKHCXm/view?usp=drivesdk,https://drive.google.com/file/d/1nNF2Gf_l_PWBJP-oUJITY0pfqOFJMj9d/view?usp=drivesdk,https://drive.google.com/file/d/1X04GJwZeucOvefw58g_e46oV1k-PJwtY/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1wR72zc3FOqGgUPgnW-tnV8Jp12rlGhVT,cvmargimolare@gmail.com,cvmargimolare@gmail.com,2026-04-30 14:02:09.079,Munawir.andi@sat.co.id,2026-04-30 14:07:29.225,Anwar.fauzi@sat.co.id,2026-04-30 15:17:37.323,,"20",RUKO,"292.95","391","196.1","87.5","132","62.4","3593750","3593750","3984900",2026-04-30 12:05:38.544,https://drive.google.com/file/d/1Zsp4qwy2PmHvbZp6Wru96VC1kkySJmSP/view?usp=drivesdk,,,"2511JKJ9F055","2026-11-11",https://drive.google.com/uc?export=download&id=1hJMtA5UJrioKJ15XfBHhIgNv57Q5omVn,
2136,1388,Disetujui,,https://drive.google.com/file/d/1Kz9uphFMdrje8Nd0F_A6jNtyv6xwp2Tp/view?usp=drivesdk,https://drive.google.com/file/d/1yWmXG1BM97jG0JlGoEF4fomkP70bw3LD/view?usp=drivesdk,https://drive.google.com/file/d/1VDS-UsqF7o48ns7h3stjxHnREKNIE8UT/view?usp=drivesdk,,berkahjayaabadi411@gmail.com,,,asep.k.kuntalasari@sat.co.id,2026-04-17 16:23:32.506,Septian.saptaringga@sat.co.id,2026-04-17 17:03:15.447,,"30",Ruko,"269.52","391.17","243.31","233.16","123.3","83.6","262427555","262427555","291286200",,,,,,,,
2137,1389,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1OE3OKocV2t0EO3ASpmg1011aPRmd24nO/view?usp=drivesdk,https://drive.google.com/file/d/1lBf_PY2KN1lQ9RvL55vz2nYIVvEkcrgn/view?usp=drivesdk,https://drive.google.com/file/d/1A-aWk40RdGJdZpj47E0I_7vdzQMQzhLr/view?usp=drivesdk,,cvmutiarabirojasa11@gmail.com,,,nurul.a.purba@sat.co.id,2026-04-17 16:16:57.931,,,revisi volume,"20",Ruko,"460.15","546.61","172.91","84.34","127.96","43.35","222789835","222789835","247285800",,,,,,,,
2138,1390,Disetujui,,https://drive.google.com/file/d/1Y8iARV17Hx4dDqb7mBfCjSQpKetaGUDC/view?usp=drivesdk,https://drive.google.com/file/d/1jLxKfg3-KURSSQtAVcPH9nsSRZR6_v7U/view?usp=drivesdk,https://drive.google.com/file/d/1wTGTusRDtTwvZv4mppFQDnL10H0revfg/view?usp=drivesdk,,tanjungmekarsari@gmail.com,,,chairul.komarullah@sat.co.id,2026-04-20 14:11:50.056,firman.soleh@sat.co.id,2026-04-20 14:13:18.282,,"30",Ruko,"427.71","427.71","0","0","116.45","29.5","26737566","26737566","29670300",,,,,,,,
2139,1391,Disetujui,,https://drive.google.com/file/d/1BNOto4cfjAXH5VDYdYZXBeGbOEnDUA9T/view?usp=drivesdk,https://drive.google.com/file/d/1PGrvpr9anTvOyuqMCLTtOBz17D39iCuo/view?usp=drivesdk,https://drive.google.com/file/d/1tbNqwLD3g0qfmW5boxQa-8Z-Z7OxLUnA/view?usp=drivesdk,,garudamaspermata@gmail.com,,,eryanto.eman@sat.co.id,2026-04-21 16:54:51.131,fatchur.rachman@sat.co.id,2026-04-21 16:55:37.900,,"30",Non Ruko,"235.97","311.09","150.24","110.32","125.42","26.18","2384000","2384000","2641800",,,,,,,,
2140,1392,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1SdC26XyUNVyUEhxY1TidoJqiBdsoHMJE/view?usp=drivesdk,https://drive.google.com/file/d/1WMuuQdGaQtWZhKeWKX7CaTGJ2i8q3ATv/view?usp=drivesdk,https://drive.google.com/file/d/1QW3TodFSEOv9byRrZShe53jVtWdb2-pg/view?usp=drivesdk,,kpm.an@yahoo.co.id,,,,,,,,"20",Ruko,"13.75","20.89","14.28","14.281","121.02","25.57","333090115","333090115","369729900",,,,,,,,
2141,1393,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1OD4fjIUdrZA22sEVhuiPIuJLaBEgPQj3/view?usp=drivesdk,https://drive.google.com/file/d/1HYtr8CA9fRv_t2cAmAr1TWVBknmVjoKN/view?usp=drivesdk,https://drive.google.com/file/d/12wh44TZraUH3DZZ0669pXdfA010Lhpn1/view?usp=drivesdk,,pthaniftmbdg@gmail.com,,,saiful.adin@sat.co.id,2026-04-17 17:49:30.272,,,,"40",Non Ruko,"250","313","126","0","138","42.44","24684855","24684855","27394800",,,,,,,,
2142,1394,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1oIsOzWV6jQz1qHJ2uuJkjiXJZ57jaLxU/view?usp=drivesdk,https://drive.google.com/file/d/1HQlEgPwCUK9MnqzDvSks0Ce4eAKp67Ji/view?usp=drivesdk,https://drive.google.com/file/d/1Q_AojrQW12h07_TTJ9-tQ3kVlNyzRkhr/view?usp=drivesdk,,pthaniftmbdg@gmail.com,,,saiful.adin@sat.co.id,2026-04-27 11:15:44.214,,,,"40",Non Ruko,"250","313","126","0","138","44.22","33235200","33235200","36885300",,,,,,,,
2143,1395,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1Gw6_MdYMXMGGQ-KWZ9KqrHdhLjw8YyDC/view?usp=drivesdk,https://drive.google.com/file/d/1cNrNIZAKFqtWgt3-EvebxHlosOGDBOx6/view?usp=drivesdk,https://drive.google.com/file/d/1mvPzaXZG6yh4YhzwhfHT7OJZ3LDlft1e/view?usp=drivesdk,,cvmutiarabirojasa11@gmail.com,,,nurul.a.purba@sat.co.id,2026-04-20 08:28:56.208,,,kode ulok salah,"20",Ruko,"460.15","546.61","172.91","84.34","127.96","43.35","31423000","31423000","34876200",,,,,,,,
2145,1397,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1Yhj1qegDApLu3O4_pwhqVVYZ3C7CiXwp/view?usp=drivesdk,https://drive.google.com/file/d/1LBSxM2SdWzqI36tCKmNH1kGhD4QOROxz/view?usp=drivesdk,https://drive.google.com/file/d/1JFkuKl6mZWvmBwe0KPFWRG8N7EWUsw-w/view?usp=drivesdk,,cahayafiratama29@gmail.com,,,,,,,,"30",Ruko,"266.25","395.5","258.49","237.13","123.21","53.52","552000170","552000170","612720000",,,,,,,,
2146,1398,Disetujui,,https://drive.google.com/file/d/1Pl2LTBRQlX53Pcy4ie3YtzNqNB0ZRg4B/view?usp=drivesdk,https://drive.google.com/file/d/1SfczMxjDZm1qcCsWrHUbcCS7dAvhgcqa/view?usp=drivesdk,https://drive.google.com/file/d/1RXlHpoeElzh46J0p5oviERbXqmBzT46o/view?usp=drivesdk,,kusnadi758019@gmail.com,,,Munawir.andi@sat.co.id,2026-04-20 10:19:58.426,Anwar.fauzi@sat.co.id,2026-04-20 10:40:26.973,,"30",Ruko,"302.84","407.11","208.54","171.65","129.93","42.34","101258180","101258180","112387500",,,,,,,,
2147,1399,Disetujui,,https://drive.google.com/file/d/1PxZKn6zcfWROuWedC6bUb8Id84cKfbkj/view?usp=drivesdk,https://drive.google.com/file/d/1V_py7eUZI7jHTcrNeLPu8HthOG7DmuWP/view?usp=drivesdk,https://drive.google.com/file/d/1NNzjMkFMlGQjnXmNDORRuhF-tlaM1-l_/view?usp=drivesdk,,cvmutiarabirojasa11@gmail.com,,,nurul.a.purba@sat.co.id,2026-04-23 08:26:40.836,budi.kuswanto@sat.co.id,2026-04-23 08:28:02.718,,"20",Non Ruko,"460.15","546.61","172.91","84.34","127.96","43.35","27793000","27793000","30846900",,,,,,,,
